Seed	123456
-8.678077	14.934402
49.041437	44.351527
-24.774455	32.782104
20.566362	43.219705
-42.656157	-34.806042
3.60645	-41.355456
-8.98068	-37.818721
2.315269	38.388228
39.677439	-23.163748
17.740603	-28.182824
-5.533723	-4.133747
-38.780144	1.961814
-37.358839	-22.072177
12.556238	-16.979443
-18.864196	35.107309
-40.491057	33.086154
-33.731907	-33.550994
45.563605	-47.121712
14.795493	32.436949
23.808512	-4.704493
11.159419	47.453301
13.781088	1.969086
34.900163	-33.312653
-27.815381	-39.910287
-33.393364	-15.460406
-31.714206	-46.973254
-47.32646	24.602913
40.531033	-26.827114
-47.579723	44.717401
-43.53267	-34.409112
-23.809144	-36.139871
-3.511731	-28.957606
-48.124642	26.780534
-9.623492	20.533451
-21.594093	-5.075563
0.272028	-1.629389
38.281463	2.464637
24.814586	-26.297729
23.726166	-40.103324
-3.89445	2.500905
-39.091852	-33.050654
17.187579	12.864429
-1.475238	5.349177
-4.608326	10.383105
17.34377	-9.324193
32.654112	20.1986
48.888263	43.124293
43.32697	25.402741
-1.161189	-12.014384
-47.275874	-36.223126
