Seed	765432
32.595215	-1.645205
-21.182294	39.358372
-21.372458	34.719489
15.418723	1.826368
-13.631338	12.377348
1.5278	-44.068281
24.437025	49.203492
-15.229841	-21.786151
-30.751025	11.196403
-19.492901	4.379993
-24.099049	31.070854
45.422931	-13.73236
-4.244583	30.934623
25.777852	-8.486234
-36.864707	-7.003355
39.346068	16.351977
-12.42966	0.410103
-37.425891	-32.570506
42.220074	-49.530863
-12.368756	-24.649002
49.144654	4.237304
-11.338835	-41.743334
-29.707446	11.637542
-17.377074	-0.368639
13.269502	46.987059
-8.366394	21.287374
23.557389	16.389271
-46.23847	-35.306939
31.836961	-8.66655
-5.103862	-24.774229
-45.030231	-30.100972
-38.169853	-37.736595
-37.889845	32.275664
36.285359	-29.888771
40.007589	6.614705
-49.388214	-8.5319
-47.954098	-13.1921
21.669512	26.410466
38.73404	-10.507272
12.405525	-10.282771
-40.439366	23.820711
37.367124	-9.159752
10.26201	-3.731956
4.41631	11.072878
-49.897019	32.55225
49.854428	27.673741
-48.233072	-30.358177
-13.275412	45.119002
4.49411	29.568047
-31.014696	-11.400018
