Seed	654321
-46.993518	21.898952
-32.071428	2.620561
-35.974298	21.990484
-18.28301	39.45208
11.932583	-7.656408
-44.923638	-35.01661
-0.531452	6.520048
41.034531	14.754035
-34.884992	24.515047
-41.871841	-18.640719
-16.199539	38.490415
48.078455	13.608114
-36.821148	41.196759
-47.273576	-46.501581
-36.691906	23.980252
24.267269	38.200967
5.61191	20.155438
-2.531943	-25.700509
-36.08861	-42.251925
49.453801	5.116362
-27.665924	-17.745955
-39.893454	42.675536
-36.369427	-15.484069
-19.747832	-39.857861
8.745451	-4.204723
-35.462952	32.669893
-48.391636	36.635274
37.958986	-48.465896
-20.448338	-31.502493
28.965443	3.092275
-7.645026	-41.937652
15.229656	18.172948
4.809306	29.462196
20.838101	34.433511
-42.659464	25.839988
-36.341236	32.351178
5.404144	0.07383
49.909945	-29.069423
-4.858359	-2.822683
28.026873	-39.14725
14.569008	14.980435
-42.745838	27.391936
-13.94436	42.73822
-12.78559	-27.461092
-42.93194	-17.865224
35.067666	-7.243532
-32.571489	-25.105841
46.646437	25.82955
-41.681481	-35.666618
29.80225	25.347474
