Seed	987650
-28.501433	27.453162
10.83213	-3.937795
15.719094	16.803706
33.566059	-39.010325
-36.70873	22.171805
-32.829676	27.251393
-27.215155	-37.458418
-23.974643	20.613472
-16.979768	-44.553761
-43.44228	-32.146273
-0.337351	-31.839825
-49.77633	-27.237433
-40.510754	7.536343
39.464587	16.128943
-25.897063	39.386474
3.457767	-28.227398
37.584864	30.654984
-45.305888	2.193082
-2.715768	-20.423041
-28.957334	16.089118
6.393496	-10.147439
-29.829467	-35.917901
12.964983	-32.006153
34.6983	-26.760932
-31.529231	-19.153631
4.570896	-18.21782
24.832675	19.361207
-23.340711	15.602585
11.05726	30.55959
35.989971	32.340183
-42.731911	21.920768
35.199236	-42.118351
47.163555	19.826027
12.363075	16.765238
0.934033	-1.038836
17.358854	-48.677643
4.70151	-45.466786
5.031706	-24.844753
33.914267	-10.326686
-47.110341	-17.96722
-44.782494	-48.582137
1.621997	-49.670372
11.569687	-0.81152
-20.227214	41.148419
-9.712612	-2.205928
17.316232	-17.777634
-26.15466	24.784471
36.145074	-16.867458
-26.738295	-9.313943
14.632732	15.38702
