Seed	234567
17.716545	-11.659589
10.573951	-24.569686
-13.586938	37.189288
-46.259033	-0.451961
30.610498	28.633413
3.527455	12.155171
44.582414	-36.277552
-47.044646	-22.626168
-14.903195	41.95261
-30.939561	-21.645029
-8.165538	35.481561
-17.350279	46.650689
45.337538	-32.277438
42.893508	-40.821019
31.206757	-2.37205
21.440615	44.160754
-44.609324	36.981066
23.74824	-48.639503
8.421368	8.742646
39.474572	-20.56975
3.711078	7.618608
12.236879	20.098806
46.70966	25.01897
-49.752408	-48.366337
15.821216	7.763429
22.075378	-35.985702
23.291019	-0.628992
-29.880661	17.486407
-46.586056	-36.525066
32.726795	-38.17523
-42.191182	-32.431951
43.935773	-16.763074
-7.612067	-48.541078
-2.398314	2.223073
-39.922218	-34.131803
35.505911	42.013739
37.179682	22.693975
-17.413457	-8.10682
2.172651	-12.38726
-12.364507	41.552454
4.244245	-11.341004
-14.059003	-4.316134
38.188837	39.85608
28.002348	46.72229
-26.349864	48.277785
-17.501084	-12.333774
-6.068493	5.344353
34.365284	-43.708787
-35.507817	-39.252709
42.628131	-17.866817
